Territorialidades,Esperança de vida ao nascer 2010,Mortalidade infantil 2010,Taxa de analfabetismo - 18 anos ou mais de idade 2010,Renda per capita 2010
São Miguel das Matas (BA),71.98,21.7,26.82,274.08
São Miguel das Missões (RS),74.26,13.8,9.65,531.71
São Miguel de Taipu (PB),68.26,33,43.79,198.63
São Miguel do Aleixo (SE),70.16,27.1,37.03,279.25
São Miguel do Anta (MG),74.7,15.8,18.24,370.37
São Miguel do Araguaia (GO),74.1,14.4,13.17,507.02
São Miguel do Fidalgo (PI),69.83,28.4,34.8,185.84
São Miguel do Gostoso (RN),72.39,20,32.51,257.1
São Miguel do Guamá (PA),70.1,26.6,18.49,299.95
São Miguel do Guaporé (RO),71.87,20.8,11.84,440.6
São Miguel do Iguaçu (PR),74.08,14,8.67,734.88
São Miguel do Oeste (SC),78.06,9.7,4.9,1072.6
São Miguel do Passa Quatro (GO),73.09,15.9,13.19,553.79
São Miguel dos Campos (AL),71.21,25.7,22.98,360.82
São Miguel dos Milagres (AL),70.14,29,30.82,237.78
São Miguel do Tapuio (PI),71.8,22.6,38.96,189.01
São Miguel do Tocantins (TO),70.7,24.6,27.18,298.31
São Miguel (RN),69.83,27.76,32.62,285.2
São Nicolau (RS),71.69,17.7,13.92,479.55
São Patrício (GO),74.99,13.2,12.83,509.66
São Paulo das Missões (RS),74.52,13.4,6.55,577.86
São Paulo de Olivença (AM),71.77,20.6,24.86,150.28
São Paulo do Potengi (RN),69.63,27.8,27,303.74
São Paulo (SP),76.3,13.15,3.3,1516.21
São Pedro da Água Branca (MA),69.09,32.3,31.05,289.7
São Pedro da Aldeia (RJ),73.03,16.9,6.53,710.04
São Pedro da Cipa (MT),72.39,19.7,17.58,469.27
São Pedro da Serra (RS),76.03,11.4,2.07,842.22
São Pedro das Missões (RS),73.26,15.2,15,441.36
São Pedro da União (MG),75.16,15.1,13.36,549.49
São Pedro de Alcântara (SC),75.77,12.5,6.14,887.7
São Pedro do Butiá (RS),75.55,12,2.45,905.55
São Pedro do Iguaçu (PR),72.89,15.7,12.52,573.84
São Pedro do Ivaí (PR),75.18,12.5,11.46,632.22
São Pedro do Paraná (PR),75.14,12.5,13.55,544.76
São Pedro do Piauí (PI),71.57,23.2,31.72,249.23
São Pedro dos Crentes (MA),69.29,31.7,21.22,257.76
São Pedro dos Ferros (MG),72.34,19.8,16.53,406.87
São Pedro do Suaçuí (MG),72.08,20.2,20.88,358.75
São Pedro do Sul (RS),74.45,13.5,6.16,614.89
São Pedro do Turvo (SP),74.58,15.4,8.91,488.08
São Pedro (RN),72.62,21.69,32.56,285.21
São Pedro (SP),76.78,11.2,5.49,803.02
São Rafael (RN),72.19,20.6,33.28,309.77
São Raimundo das Mangabeiras (MA),69.96,29.5,22.3,301.25
São Raimundo do Doca Bezerra (MA),66.99,39.9,42.36,156.4
São Raimundo Nonato (PI),71.75,22.8,21.58,406.2
São Roberto (MA),69.27,31.7,37.83,153.65
São Romão (MG),72.22,20,16.01,307.02
São Roque de Minas (MG),75.27,14.9,10.49,621.11
São Roque do Canaã (ES),73.16,16.7,10.33,572.42
São Roque (SP),76.79,12.1,4.7,932.62
São Salvador do Tocantins (TO),72.63,19.4,20.91,318.39
São Sebastião (AL),67.81,36.9,40.59,225.84
São Sebastião da Amoreira (PR),73.83,14.3,15.57,582.81
São Sebastião da Bela Vista (MG),75.87,14,15.42,573.43
São Sebastião da Boa Vista (PA),70.62,25,17.24,202.85
São Sebastião da Grama (SP),74.19,16,8.67,581.04
São Sebastião da Vargem Alegre (MG),74.64,15.9,13.15,406.33
São Sebastião de Lagoa de Roça (PB),72.67,19.9,28.07,262.87
São Sebastião do Alto (RJ),72.35,18,15.28,423.88
São Sebastião do Anta (MG),70.98,22.3,19.5,327.54
São Sebastião do Caí (RS),76.11,12.1,3.68,772.04
São Sebastião do Maranhão (MG),73.94,17,27.38,267.28
São Sebastião do Oeste (MG),74.9,15.5,10.29,545.07
São Sebastião do Paraíso (MG),75.15,15.1,6.71,775.73
São Sebastião do Passé (BA),73.69,17.4,14.67,411.75
São Sebastião do Rio Preto (MG),73.55,17.6,14.94,493.59
São Sebastião do Rio Verde (MG),75.71,14.3,10.61,442.98
São Sebastião do Tocantins (TO),69.86,27,28.25,198.01
São Sebastião do Uatumã (AM),69.34,27.4,11.16,262.79
São Sebastião do Umbuzeiro (PB),70.8,25,27.06,263.04
São Sebastião (SP),77.51,9.24,6.2,837.48
São Sepé (RS),77.23,10,8.01,656.77
São Simão (GO),74.51,13.8,12.45,883.78
São Simão (SP),76.11,12.1,5.13,761.14
São Thomé das Letras (MG),73.03,18.5,13.78,428.33
São Tiago (MG),74.48,16.1,8.65,486.69
São Tomás de Aquino (MG),77.46,11.8,12.57,593.38
São Tomé (PR),73.95,14.2,9.79,651.78
São Tomé (RN),71.22,23.2,33.4,268.71
São Valentim do Sul (RS),75.9,12.3,4.41,1000.93
São Valentim (RS),74.18,13.9,9.94,826.2
São Valério do Sul (RS),73.97,14.2,14.56,530.07
São Valério (TO),73.81,16.6,21.94,344.49
São Vendelino (RS),76.14,11.3,1.25,814.28
São Vicente de Minas (MG),75.72,14.2,7.64,527.55
São Vicente do Sul (RS),74.86,12.9,7.97,614.13
São Vicente Ferrer (MA),70.72,27.1,28.48,184.71
São Vicente Ferrer (PE),67.9,33.7,33.51,257.47
São Vicente (RN),72.19,20.6,24.37,346.89
São Vicente (SP),76.39,12.79,4.42,789.32
Sapeaçu (BA),69.07,30.3,17.1,338.34
Sapé (PB),67.64,35.2,32.99,266.29
Sapezal (MT),75.14,15.2,6,892.71
Sapiranga (RS),74.93,12.8,4.18,713.99
Sapopema (PR),72.71,17,18.36,603.35
Sapucaia do Sul (RS),75.65,11.9,3.5,733.28
Sapucaia (PA),72.52,19.9,24.09,426.86
Sapucaia (RJ),73.26,16.6,10.64,558.94
Sapucaí-Mirim (MG),75.49,14.6,11.19,497.65
Saquarema (RJ),73.26,16.6,6.65,681.62
Sarandi (PR),75.98,12.2,7.57,554.48
Sarandi (RS),76.5,11.6,5.32,1000.86
Sarapuí (SP),73.86,16.6,9.33,619.86
Sardoá (MG),73.71,17.4,19.46,321.6
Sarutaiá (SP),72.65,18.6,11.79,548.61
Sarzedo (MG),77.28,12,6.23,648.26
Sátiro Dias (BA),69.17,30,32.93,208.2
Satuba (AL),72.62,21.7,19.57,377.42
Satubinha (MA),68.19,35.5,33.21,131.73
Saubara (BA),69.29,29.6,15.51,265.17
Saudade do Iguaçu (PR),73.2,15.2,8.98,604.56
Saudades (SC),75.97,12.2,4.71,719.94
Saúde (BA),66.12,40.8,23.2,238.81
Schroeder (SC),76.27,11.8,2.18,852.5
Seabra (BA),70.63,25.5,17.37,310.95
Seara (SC),77.32,10.5,5.48,1188.18
Sebastianópolis do Sul (SP),75.08,13.5,8.7,840.63
Sebastião Barros (PI),71.21,24.3,24.75,189.25
Sebastião Laranjeiras (BA),71.61,22.7,27.08,276.29
Sebastião Leal (PI),69.18,30.4,29.59,198.01
Seberi (RS),76.91,10.3,8.5,645.51
Sede Nova (RS),78.13,8.9,9.33,856.09
Segredo (RS),73.63,14.7,10.44,528.42
Selbach (RS),75.47,12.9,3.8,1055.91
Selvíria (MS),74.5,18.7,12.51,510.94
Sem-Peixe (MG),74.57,16,16.87,386.22
Senador Alexandre Costa (MA),66.32,42.5,37.09,203.17
Senador Amaral (MG),74.25,16.5,13.55,385.29
Senador Canedo (GO),74.59,13.7,7,537.58
Senador Cortes (MG),75.05,15.3,12.81,581.34
Senador Elói de Souza (RN),70.12,26.3,34.05,207.76
Senador Firmino (MG),74.75,15.7,10.63,426.49
Senador Georgino Avelino (RN),69.89,27,29.06,234.85
Senador Guiomard (AC),72.17,21.6,19.28,455.06
Senador José Bento (MG),74.41,16.2,12.73,493.87
Senador José Porfírio (PA),70.24,26.2,24.69,219.97
Senador La Rocque (MA),69.6,30.6,31.98,277.19
Senador Modestino Gonçalves (MG),71.94,20.5,26.71,271.55
Senador Pompeu (CE),71.22,23,29.04,283.8
Senador Rui Palmeira (AL),68.67,33.9,40.46,159.61
Senador Sá (CE),69.12,29.2,35.97,214.23
Senador Salgado Filho (RS),74.02,14.1,6.32,628.28
Sena Madureira (AC),73.59,18,26.81,320.8
Sengés (PR),73.63,14.6,9.11,479.7
Senhora de Oliveira (MG),73.03,18.5,13.8,339.95
Senhora do Porto (MG),73.1,18.4,20.29,324.4
Senhora dos Remédios (MG),71.56,21.2,14.74,292.26
Senhor do Bonfim (BA),71.36,23.4,17.36,422.89
Sentinela do Sul (RS),74.57,13.3,8.07,519.1
Sento Sé (BA),71.68,22.5,26.64,222.84
Serafina Corrêa (RS),75.56,12.8,3.32,877.24
Sericita (MG),71.56,21.2,19.17,338.3
Seridó (PB),67.83,34.5,24.82,214.38
Seringueiras (RO),71.75,21.1,11.41,441.13
Sério (RS),75.82,11.7,12.7,606.03
Seritinga (MG),76.17,13.6,9.76,476.43
Seropédica (RJ),73.3,16.5,6.28,604.82
Serra Alta (SC),77.72,10.1,6.52,893.35
Serra Azul de Minas (MG),73.55,17.6,29.19,226.22
Serra Azul (SP),73.6,17,9.55,613.57
Serra Branca (PB),71.22,23.8,21.23,330.05
Serra da Raiz (PB),72.5,20.4,34.17,278.22
Serra da Saudade (MG),76.78,12.7,14.33,494.31
Serra de São Bento (RN),69.46,28.3,39.7,247.06
Serra do Mel (RN),71.35,22.8,27.02,284.48
Serra do Navio (AP),71.97,19.4,11.88,484.63
Serra do Ramalho (BA),71.51,23,27.31,216.59
Serra dos Aimorés (MG),72.06,20.3,21.08,464.82
Serra do Salitre (MG),76.11,13.7,9.64,715.23
Serra Dourada (BA),71.48,23.1,25.88,228.74
Serra (ES),75.66,13.2,5.88,705.89
Serra Grande (PB),69.69,28.3,33.43,244.05
Serrana (SP),75.08,14.6,6.78,677.75
Serra Negra do Norte (RN),72.22,20.5,26.95,292.16
Serra Negra (SP),77.36,11.4,6.6,927.39
Serrania (MG),75,15.3,14.57,470.34
Serrano do Maranhão (MA),69.12,32.2,35.23,123.44
Serranópolis de Minas (MG),71.38,21.5,25.18,351.46
Serranópolis do Iguaçu (PR),76.55,10.7,4.33,1012.88
Serranópolis (GO),73.25,15.7,13.34,677.06
Serranos (MG),75.05,15.2,17.86,425.18
Serra Nova Dourada (MT),74.12,16.8,13.1,422.66
Serra Preta (BA),68.93,30.8,30.01,232.52
Serra Redonda (PB),71.3,23.6,34.41,268.53
Serraria (PB),71.71,22.4,44.31,224.2
Serra Talhada (PE),72.97,18.8,22.38,407.34
Serrinha (BA),71.66,22.6,18.07,367.73
Serrinha dos Pintos (RN),71.92,21.3,28.03,252.46
Serrinha (RN),70.42,25.4,34.44,240.51
Serrita (PE),70.62,25.1,28.38,233.56
Serrolândia (BA),68.23,33.1,24.33,261.29
Serro (MG),75.01,15.3,20.47,457.27
Sertaneja (PR),73.56,14.7,10.11,725.23
Sertânia (PE),70.14,26.5,28.94,337.53
Sertanópolis (PR),73.24,15.2,7.23,701.27
Sertão (RS),75.23,13.2,6.43,827.95
Sertão Santana (RS),74.94,12.8,7.57,783.19
Sertãozinho (PB),71.16,24,30.37,252.11
Sertãozinho (SP),76.31,13.44,5.67,953.23
Sete Barras (SP),74.89,14.9,11.22,459.28
Sete de Setembro (RS),73.57,14.8,5.11,557.15
Sete Lagoas (MG),75.37,14.8,4.19,809.26
Sete Quedas (MS),71.7,24.1,19.87,487
Setubinha (MG),69.6,25.1,35.76,224.63
Severiano de Almeida (RS),76.66,10.6,6.53,791.5
Severiano Melo (RN),68.65,30.9,30.39,293.49
Severínia (SP),73.42,17.3,11.56,657.45
Siderópolis (SC),77.81,10,4.58,855.02
Sidrolândia (MS),74.75,18.2,9.56,599.76
Sigefredo Pacheco (PI),70.85,25.3,36.25,200.91
Silva Jardim (RJ),72.6,17.6,14.19,476.99
Silvânia (GO),73.83,14.8,9.09,708.82
Silvanópolis (TO),73.84,16.5,19.15,423.43
Silveira Martins (RS),76.14,11.3,5.68,817.67
Silveirânia (MG),75.45,14.6,12.08,441.85
Silveiras (SP),73.72,16.8,11.59,475.69
Silves (AM),72.47,18.9,8.55,238.53
Silvianópolis (MG),76.87,12.6,12.43,647.64
Simão Dias (SE),71.51,23.2,28.9,293.99
Simão Pereira (MG),75.57,14.5,11.45,442.7
Simões Filho (BA),73.75,17.3,8.34,431.97
Simões (PI),71.24,24.2,32.89,261.23
Simolândia (GO),74.56,13.8,19.25,324.26
Simonésia (MG),74.36,16.3,18.26,383.01
Simplício Mendes (PI),71.01,24.8,25.38,362.56
Sinimbu (RS),72.5,16.4,8.47,610.76
Sinop (MT),74.93,15.5,5.44,877.68
Siqueira Campos (PR),75.32,12.3,9.42,655.16
Sirinhaém (PE),70.76,24.7,27.42,273.75
Siriri (SE),69.42,29.4,22.39,268.51
Sítio D'Abadia (GO),73.09,15.9,26.08,314.05
Sítio do Mato (BA),71.46,23.1,22.84,135.49
Sítio do Quinto (BA),66.69,38.6,41.46,247.62
Sítio Novo do Tocantins (TO),70.7,24.6,28.06,245.11
Sítio Novo (MA),71.41,25,22.76,190.06
Sítio Novo (RN),68.32,32,34.23,214.04
Sobradinho (BA),69.89,27.7,19.8,344.74
Sobradinho (RS),76.66,10.6,7.02,775.79
Sobrado (PB),70.17,26.8,36.29,210.08
Sobral (CE),74.93,13.58,18.4,448.89
Sobrália (MG),73.28,18.1,21.33,357.73
Socorro do Piauí (PI),69.35,29.9,29.61,195.08
Socorro (SP),74.66,15.3,7.16,785.71
Solânea (PB),70.69,25.3,33.37,318.38
Soledade de Minas (MG),74.88,15.5,9.38,526.23
Soledade (PB),71.31,23.6,21.45,330.05
Soledade (RS),76.66,10.6,9.48,737.92
Solidão (PE),70.27,26.1,28.32,240.64
Solonópole (CE),70.22,25.8,28.14,269.25
Sombrio (SC),76.49,11.6,5.75,746.69
Sonora (MS),73.19,21.1,13.42,648.07
Sooretama (ES),73.1,16.8,15.74,457.49
Sorocaba (SP),75.59,13.43,3.24,1107.19
Sorriso (MT),75.33,14.9,5.31,988.74
Sossêgo (PB),71.13,24,33.79,218.2
Soure (PA),70.57,25.2,10.12,300.59
Sousa (PB),73.84,16.24,23.9,443.81
Souto Soares (BA),69.03,30.5,22.66,220.67
Sucupira do Norte (MA),68.87,33.1,28.29,210.88
Sucupira do Riachão (MA),70.63,27.4,36.1,226.96
Sucupira (TO),72.63,19.4,16.3,386.22
Sud Mennucci (SP),73.51,17.1,10.08,813.95
Sul Brasil (SC),74.89,13.7,14.51,674.87
Sulina (PR),76.26,11.1,8.82,563.32
Sumaré (SP),75.71,14.15,5.14,820.03
Sumé (PB),70.88,24.8,27.11,339.68
Sumidouro (RJ),72.78,17.3,17.09,479.46
Surubim (PE),70.37,25.8,26.54,372.11
Sussuapara (PI),69.94,28,32.41,265.42
Suzanápolis (SP),73.75,16.7,13.02,500.45
Suzano (SP),77.36,12.12,5.14,654.61
Tabaí (RS),75.05,12.7,8.53,599.99
Tabaporã (MT),74.56,16,8.83,546.51
Tabapuã (SP),74.2,16,8.19,731.31
Tabatinga (AM),71.12,22.3,15.63,338.4
Tabatinga (SP),74.1,16.2,10.05,625.39
Tabira (PE),71.19,23.5,24.66,278.14
Taboão da Serra (SP),76.79,11.75,4.17,812.19
Tabocas do Brejo Velho (BA),70.82,25,32.05,216.5
Taboleiro Grande (RN),72.51,19.8,24.94,277.54
Tabuleiro do Norte (CE),72.43,19.8,24.16,379.75
Tabuleiro (MG),74.27,16.5,13.64,503.88
Tacaimbó (PE),69.86,27.4,39.27,225.21
Tacaratu (PE),67.63,34.7,27.05,205.06
Taciba (SP),73.52,17.1,12.01,559.1
Tacima (PB),68.58,31.9,33.01,195.07
Tacuru (MS),71.91,23.7,21.49,367.68
Taguaí (SP),74.05,16.2,7.86,587.51
Taguatinga (TO),74.07,16,20.87,399.35
Taiaçu (SP),73.84,16.6,11.67,626.12
Tailândia (PA),71.58,22.3,14.62,300.85
Taiobeiras (MG),73.9,17.1,19.18,426.91
Taió (SC),77.71,10.1,4.76,848.34
Taipas do Tocantins (TO),72.88,18.8,29.09,292.72
Taipu (RN),71.68,21.9,36.94,235.78
Taiúva (SP),75.08,13.4,8.75,761.47
Talismã (TO),73.04,18.4,20.1,467.87
Tamandaré (PE),69.71,27.8,24.63,301.15
Tamarana (PR),74.76,13,16.33,398.24
Tambaú (SP),76.45,12.6,5.65,747.11
Tamboara (PR),76.1,11.3,11.72,546.32
Tamboril (CE),71.71,21.7,35.86,211.64
Tamboril do Piauí (PI),66.1,41.5,39.87,189.63
Tanabi (SP),74.73,15.1,7.3,775.79
Tangará da Serra (MT),74.47,16.2,8.7,846.59
Tangará (RN),71.21,23.2,29.38,270.47
Tangará (SC),76.99,11,6.95,840.87
Tanguá (RJ),72.55,17.7,9.54,440.84
Tanhaçu (BA),71.29,23.6,27.84,268.62
Tanque D'Arca (AL),69.85,30,42.01,217.85
Tanque do Piauí (PI),67.21,37.2,30.81,250.37
Tanque Novo (BA),71.67,22.6,30.17,301.39
Tanquinho (BA),71.1,24.2,20.81,273.12
Taparuba (MG),72.91,18.8,19.53,344.16
Tapauá (AM),66.61,36.6,33.62,193.97
Tapejara (PR),74.11,13.9,12.6,599.13
Tapejara (RS),75.23,13.2,3.88,922.28
Tapera (RS),75.07,13.5,5.46,812.48
Taperoá (BA),70.22,26.7,29.55,270.97
Taperoá (PB),69.92,27.6,30.44,267.88
Tapes (RS),76.69,10.6,7.34,620.13
Tapiraí (MG),75.84,14.1,13.54,517.65
Tapiraí (SP),75.74,13.6,11.83,449.75
Tapira (MG),75.8,14.1,7.1,902
Tapiramutá (BA),70.14,27,25.84,312.39
Tapira (PR),72.64,17.1,14.73,583.51
Tapiratiba (SP),77.18,11.6,6.72,637.12
Tapurah (MT),74.88,15.6,5.51,789.61
Taquaraçu de Minas (MG),74.06,16.8,15.14,436.05
Taquaral de Goiás (GO),75.74,12.2,12.17,622.79
Taquaral (SP),74.4,15.7,11.67,811.38
Taquarana (AL),67.61,37.7,41.33,215.16
Taquara (RS),77.82,9.15,4.6,871.42
Taquari (RS),75.95,11.5,6.82,786.91
Taquaritinga do Norte (PE),72.76,19.3,24.58,419.74
Taquaritinga (SP),74.61,15.3,7.6,739.25
Taquarituba (SP),73.65,16.9,9.03,624.86
Taquarivaí (SP),73.64,16.9,10.33,373.06
Taquaruçu do Sul (RS),74.8,13,9.11,954.19
Taquarussu (MS),71.13,25.3,17.01,478.38
Tarabai (SP),74.37,15.7,11.67,505.51
Tarauacá (AC),68.21,33.7,34.37,251.53
Tarrafas (CE),70.04,26.4,38.87,214.72
Tartarugalzinho (AP),72.63,17.8,18.66,250.2
Tarumã (SP),76.13,13,9.21,787.79
Tarumirim (MG),74.72,15.8,19.22,364.41
Tasso Fragoso (MA),71.6,24.5,19.43,264.76
Tatuí (SP),75.52,14.52,4.48,771.05
Tauá (CE),71.4,22.5,29.4,305.42
Taubaté (SP),77.98,10.12,3.18,1011.95
Tavares (PB),71.59,22.8,33.83,260.75
Tavares (RS),74.69,13.2,15.22,594.12
Tefé (AM),73.04,17.5,15.65,421.41
Teixeira de Freitas (BA),73,21.21,15.78,560.73
Teixeira (PB),69.46,29,25.83,271.44
Teixeiras (MG),73.26,18.1,10.84,568.91
Teixeira Soares (PR),74.32,13.6,5.93,536.39
Teixeirópolis (RO),74.09,15.5,14.04,464.45
Tejuçuoca (CE),69.54,27.9,30.21,199.81
Tejupá (SP),72.65,18.6,16.11,510.13
Telêmaco Borba (PR),74.68,14,7.83,732.78
Telha (SE),68.31,33,29.62,268.17
Tenente Ananias (RN),71.73,21.8,28.05,276.94
Tenente Laurentino Cruz (RN),69.21,29.1,23.5,259.72
Tenente Portela (RS),74.81,13,9.18,659.27
Tenório (PB),67.43,35.9,31.26,269.63
Teodoro Sampaio (BA),71.41,23.3,24.5,272.86
Teodoro Sampaio (SP),76.38,12.7,9.78,619.79
Teofilândia (BA),69.22,29.8,27.32,278.91
Teófilo Otoni (MG),74.45,16.2,13.77,615.34
Teolândia (BA),70.38,26.3,33.55,231.92
Teotônio Vilela (AL),67.01,40,31.72,244.39
Terenos (MS),75.31,17.2,8.7,460.32
Teresina de Goiás (GO),74,14.6,17.62,394.33
Teresina (PI),74.22,16.13,9.66,757.57
Teresópolis (RJ),76.27,13.29,6.87,859.79
Terezinha (PE),67.65,34.6,40.05,225.28
Terezópolis de Goiás (GO),72.94,16.1,13.43,472.43
Terra Alta (PA),69.59,28.1,10.46,252.51
Terra Boa (PR),73.17,15.3,9.24,653.34
Terra de Areia (RS),74.75,13.1,7.73,620.36
Terra Nova (BA),67.02,37.4,14.15,296.6
Terra Nova do Norte (MT),73.89,17.2,11.98,594.53
Terra Nova (PE),69.43,28.7,22.54,237.89
Terra Rica (PR),75.19,12.5,11.46,614.23
Terra Roxa (PR),74.09,14,10.73,611.85
Terra Roxa (SP),75.3,14.3,7.7,759.32
Terra Santa (PA),70.76,24.6,9.32,338.44
Tesouro (MT),72.44,19.6,12.46,415.93
Teutônia (RS),76.31,11.8,2.09,854.63
Theobroma (RO),70.4,24.8,16.37,382.6
Tianguá (CE),71.07,23.4,26.18,398.29
Tibagi (PR),74.93,12.8,13.13,543.05
Tibau do Sul (RN),72.62,21.69,22.88,523.75
Tibau (RN),71.13,23.4,24.18,396.51
Tietê (SP),78.04,9.7,3.88,927.25
Tigrinhos (SC),75.76,12.5,10.96,579.87
Tijucas do Sul (PR),72.54,16.2,9.31,547.62
Tijucas (SC),77.39,10.5,6.18,835.48
Timbaúba dos Batistas (RN),68.35,31.9,24.72,365.42
Timbaúba (PE),71.14,23.6,22.87,318.8
Timbé do Sul (SC),76.33,11.8,8.7,709.63
Timbiras (MA),68.78,33.4,40.9,177.46
Timbó Grande (SC),72.88,16.8,10.46,412.31
Timbó (SC),76.36,11.7,1.87,1214.03
Timburi (SP),74.58,15.4,10.84,580.24
Timon (MA),71.09,26,18.49,365.26
Timóteo (MG),75.14,15.1,4.72,786.68
Tio Hugo (RS),75.69,11.8,6.63,660.04
Tiradentes do Sul (RS),73.92,14.3,11.3,644.85
Tiradentes (MG),78.1,11,6.24,802.39
Tiros (MG),76.13,13.6,11.32,634.3
Tobias Barreto (SE),67.13,37.2,30.67,353.87
Tocantínia (TO),71.89,21.3,21.78,277.25
Tocantinópolis (TO),73.07,18.3,16.95,414.08
Tocantins (MG),72.99,18.6,9.32,557.55
Tocos do Moji (MG),73.49,17.8,10.62,489.05
Toledo (MG),73.14,18.4,17.52,486.02
Toledo (PR),76.3,12.12,4.89,876.72
Tomar do Geru (SE),69.73,28.4,35.1,203.09
Tomazina (PR),74.76,13,14.18,489.45
Tombos (MG),77.23,12.1,12.88,621.05
Tomé-Açu (PA),72.87,19,17.5,326.18
Tonantins (AM),71.74,20.7,21.83,189.15
Toritama (PE),72.83,19.2,21.91,470.44
Torixoréu (MT),73.37,18,13.51,564.83
Toropi (RS),74.34,13.6,6.18,551.5
Torre de Pedra (SP),74.73,15.1,5.13,548.39
Torres (RS),76.73,11.3,4.84,853.62
Torrinha (SP),76.11,13.1,6.75,770.15
Touros (RN),67.95,33.2,32.11,264.4
Trabiju (SP),73.63,16.9,11.11,505.36
Tracuateua (PA),71.57,22.4,23.27,195.97
Tracunhaém (PE),71.58,22.4,26.98,272.81
Traipu (AL),70.92,26.6,45.72,178.79
Trairão (PA),70.8,24.5,21.35,322.61
Trairi (CE),69.34,28.5,26.07,205.89
Trajano de Moraes (RJ),73.77,15.8,15.4,510.96
Tramandaí (RS),75.51,12.1,4.29,737.84
Travesseiro (RS),75.32,12.3,4.21,777.34
Tremedal (BA),69.94,27.6,33.32,237.3
Tremembé (SP),77.38,11.3,4.19,959.88
Três Arroios (RS),76.08,11.4,4.44,1518.78
Três Barras do Paraná (PR),74.85,12.9,13.55,562.22
Três Barras (SC),73.85,15.2,7,539.69
Três Cachoeiras (RS),75.82,11.7,6.24,713.83
Três Corações (MG),76.28,13.4,7.41,749.86
Três Coroas (RS),74.75,13.1,4.24,799.41
Três de Maio (RS),75.02,13.5,4.67,881.15
Três Forquilhas (RS),73.8,14.4,13.21,489.32
Três Fronteiras (SP),74.73,15.2,9.83,663.71
Três Lagoas (MS),75.91,15.76,6.83,863.66
Três Marias (MG),76.93,12.5,7.72,645.33
Três Palmeiras (RS),74.92,12.9,11.75,835.88
Três Passos (RS),76.47,10.9,5.61,823.33
Três Pontas (MG),75.98,13.9,9.36,682.15
Três Ranchos (GO),75.94,11.9,6.81,723.26
Três Rios (RJ),73.03,16.9,5.77,726.83
Treviso (SC),77.94,9.8,2.37,784.39
Treze de Maio (SC),77.83,9.9,6.18,746.89
Treze Tílias (SC),77.43,10.4,4.76,1471.95
Trindade do Sul (RS),72.19,16.9,12.35,532.27
Trindade (GO),74.3,11.78,8.38,558.61
Trindade (PE),71.05,23.9,27.43,338.39
Triunfo (PB),71.79,22.2,30.86,292.24
Triunfo (PE),74,16.4,18.28,389.44
Triunfo Potiguar (RN),68.81,30.4,31.89,294.09
Triunfo (RS),77.35,9.8,6.89,695.08
Trizidela do Vale (MA),69.29,31.7,26.44,269.74
Trombas (GO),73.71,15,19.31,398.01
Trombudo Central (SC),77.77,10,4.58,905.3
Tubarão (SC),76.96,11,3.48,1077.62
Tucano (BA),67.69,35,31.84,325.7
Tucumã (PA),73.76,16.9,13.34,517.86
Tucunduva (RS),73.95,14.2,5.47,839.53
Tucuruí (PA),73,18.35,10.25,534.02
Tufilândia (MA),67.56,37.7,37.05,181.75
Tuiuti (SP),77.24,11.5,9.24,630.49
Tumiritinga (MG),74.63,15.9,18.95,366.89
Tunápolis (SC),74.79,13.9,4.13,742.67
Tunas do Paraná (PR),73.05,15.5,19.74,431.27
Tunas (RS),72.61,16.2,12.46,482.5
Tuneiras do Oeste (PR),73.31,15.1,10.24,493.46
Tuntum (MA),68.57,34.1,32.42,221.27
Tupaciguara (MG),76.78,12.7,10.02,665.76
Tupanatinga (PE),69.82,27.5,41.81,172.52
Tupanci do Sul (RS),74.09,14,10.85,577.85
Tupanciretã (RS),74.67,13.2,5.87,708.79
Tupandi (RS),75.18,13.3,1.9,808.39
Tuparendi (RS),74.91,12.9,5.43,768.25
Tuparetama (PE),69.95,27.1,22.96,360.29
Tupã (SP),76.1,14.21,7.25,926.96
Tupãssi (PR),74.81,13,7.16,711.31
Tupi Paulista (SP),75.08,13.4,7.18,914.36
Tupirama (TO),73.5,17.3,17.09,401.76
Tupiratins (TO),72.44,19.9,22.18,337.79
Turiaçu (MA),71.54,24.7,27.02,171.5
Turilândia (MA),71.45,24.9,32.76,174.09
Turiúba (SP),74.44,15.6,12.18,676.92
Turmalina (MG),73.98,17,15.98,446.26
Turmalina (SP),74.04,16.2,12.04,725.06
Turuçu (RS),73.81,14.4,6.47,566.71
Tururu (CE),70.57,24.8,30.51,188.84
Turvânia (GO),74.17,14.3,13.04,545.83
Turvelândia (GO),73.76,14.9,18.42,519.75
Turvolândia (MG),74.71,15.8,11.6,649.97
Turvo (PR),74.7,13.1,13.48,512.21
Turvo (SC),77.01,10.9,4.99,810.85
Tutóia (MA),68.33,35,31.9,235.35
Uarini (AM),68.43,30.3,20.46,223.11
Uauá (BA),69.84,27.9,25.45,251.46
Ubaí (MG),72.22,20,22.2,247.91
Ubaíra (BA),70.54,25.8,32.35,296.48
Ubaitaba (BA),71.04,24.3,23.19,349.68
Ubajara (CE),71.14,23.2,26.86,325.13
Ubá (MG),75.45,14.6,6.11,739.56
